Citation,Volcano,SampleID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral,Host
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,AP-03_AP-03-15 ,47.87,1.8,15.8,5.01,0.07,5.61,10.85,2.78,4.7,1.33,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CC-01_CC-01-01 ,51.88,1.62,16.49,6.23,0.13,4.74,8.11,2.26,4.02,1.39,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CC-01_CC-01-03 ,44.77,1.19,14.73,6.6,0.07,7.26,11.21,2.45,3.17,1.09,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CC-01_CC-01-04 ,44.85,1.61,16.37,7.29,0.11,3.63,12.45,2.87,5.39,1.73,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-01_CU-01-01 ,54.41,1.43,18.41,6.76,0.11,3,7.41,4.08,1.53,0.43,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-01_CU-01-02 ,55.25,1.5,17.26,7.76,0.15,3.45,7.26,3.85,2.04,0.42,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-01_CU-01-05,57.44,1.47,17.65,6.14,0.09,2.67,6.35,3.88,2.45,0.47,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-01_CU-01-06 ,54.59,1.43,17.66,6.16,0.07,1.99,7.15,4.21,1.66,0.47,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-02_CU-02-02 ,52.43,1.47,16.41,7.58,0.13,4.64,6.24,4.07,1.47,0.45,,,Glass,Olivine
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,CU-02_CU-02-03 ,54.39,1.35,17.49,7.75,0.15,3.81,6.95,3.13,1.85,0.42,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44197,54,1.15,18.1,9.33,0.22,3.86,8,4.19,1.04,0.22,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44198,52,1.2,18.6,9.39,0.25,3.99,9.03,4.33,0.96,0.24,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44228,55.7,0.67,17.1,9.43,0.11,3.87,7.61,4.07,0.91,0.22,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44317,53.9,1.19,16.9,9.89,0.2,4.83,7.95,4.07,0.92,0.2,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44319,54.1,1.12,16.2,11.2,0.25,4.09,8.27,3.72,0.83,0.2,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_5-2HG,53.8,1.33,16.9,10.3,0.2,3.3,8.15,4.63,1.24,0.23,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44409,51.4,1.2,19,9.95,0.2,3.83,8.93,4.37,0.98,0.22,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_12-2HG,55.6,1.26,16.9,8.72,0.15,3.61,7.81,4.54,1.19,0.18,,,Glass,Clinopyroxene
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_13-1,53.9,1.12,18.4,9.11,0.14,4.02,8.85,3.6,0.73,0.2,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_14-1,51.5,0.93,18.3,11.3,0.19,4.76,8.78,3.53,0.67,0.18,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_17-1,55.2,0.68,16.8,10.6,0.18,4.53,6.51,4.26,0.95,0.33,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44256,51.1,0.88,18.7,10.7,0.16,4.94,9.12,3.42,0.76,0.2,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44257,51.7,1.02,19.8,9.14,0.14,3.77,9.59,3.85,0.82,0.25,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_44348,53.1,1,18.5,10.1,0.2,4.22,7.83,3.85,0.8,0.35,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_44197,56.8,1.1,16.3,8.59,0.12,3.94,7.31,4.35,1.17,0.31,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_44378,52.6,1.14,17.8,10.6,0.17,3.84,9.17,3.72,0.76,0.2,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_26-1,54.9,1.07,18.9,9.5,0.14,2.54,8.3,3.55,0.94,0.12,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_20-1,55.9,0.93,17.8,8.12,0.14,3.26,8.25,4.29,1.04,0.25,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_A-1,53.9,1.13,17.6,9.96,0.07,4.06,8.21,4.06,0.89,0.23,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_A-2,53.2,1.13,17.6,9.69,0.16,4.9,8.24,4.06,0.84,0.17,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",COPCO,COPCO CONE S-39_1,50.8,1.25,18,8.07,0.03,5.95,12,3.27,0.4,0.23,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",COPCO,COPCO CONE S-39_2,50.3,1.21,18.2,8.09,0.04,6.29,12.1,3.16,0.37,0.3,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",COPCO,COPCO CONE S-39_3,49.5,1.41,16.7,9.81,0.1,6.24,11.6,3.86,0.5,0.26,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",COPCO,COPCO CONE S-39_4,50.3,1.17,18.3,7.88,0.04,6.58,11.7,3.37,0.4,0.21,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",COPCO,COPCO CONE S-39_5,50.1,1.21,18.3,8.01,,6.5,11.9,3.29,0.4,0.24,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.","BLACK CRATER, MEDICINE LAKE","BLACK CRATER, MEDICINE LAKE_1",48.7,1.44,18.6,8.43,0.16,7.53,11.6,2.59,0.64,0.36,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.","BLACK CRATER, MEDICINE LAKE","BLACK CRATER, MEDICINE LAKE_2",48.7,1,18.7,8.2,0.19,8.58,12.6,1.76,0.15,0.18,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.","BLACK CRATER, MEDICINE LAKE","BLACK CRATER, MEDICINE LAKE_3",48.7,1,18.8,8.04,0.17,7.63,12.4,2.88,0.14,0.14,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.","BLACK CRATER, MEDICINE LAKE","BLACK CRATER, MEDICINE LAKE_4",49.4,1.02,18.6,8.42,0.17,7.61,12.4,2.07,0.16,0.17,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.","BLACK CRATER, MEDICINE LAKE","BLACK CRATER, MEDICINE LAKE_5",49.8,1.26,16.6,10.2,0.04,7.44,11.9,2.13,0.34,0.18,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_1,52.6,1.25,17.8,9.22,0.12,5.74,8.06,4.27,0.76,0.31,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_2,52.5,1.21,17.9,9.03,0.15,5.48,8.2,4.31,0.81,0.41,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_3,53.3,1.31,18.5,9.39,0.1,4.84,8.68,2.67,0.88,0.35,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_4,53.5,1.14,17.8,10.3,0.13,5.32,7.88,2.81,0.85,0.33,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_5,54.3,1.31,18.4,9.18,0.14,4.72,8.06,2.57,0.99,0.33,,,Glass,Olivine
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_6,52.5,1.31,17.8,9.2,,5.9,8.15,4.15,0.78,0.29,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KSUDACH,KS1_34-1,48.11,0.73,13.21,16.25,0.32,6.55,9.57,1.62,0.14,,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KSUDACH,KS1_35-1,49.51,0.79,13.59,15.21,0.27,5.58,10.04,1.6,0.16,,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KSUDACH,KS1_37-1,49.45,0.79,14.31,14.56,0.29,4.94,10.48,1.82,0.17,,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KSUDACH,KS1_47-1,47.25,0.85,14.88,11.98,0.27,7.64,10.85,1.57,0.17,,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",CHIKURACHKI,CHK3/4_1_mi1,52.12,1.34,16.72,9.89,0.2,4.52,8.13,2.61,0.8,0.27,,,Glass,Olivine
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",CHIKURACHKI,CHK3/4_2_mi1,55.13,1,15.76,10.06,0.23,4.2,7.83,2.74,0.77,0.26,,,Glass,Olivine
